,PID,SPI,PDS,PID_kmeans
30702,,C301TT   080064,,0
30703,,C301TW   080066,,0
30704,,C301TE   080066,,0
30705,,C301TI   080066,,0
30706,,C301TT   080066,,0
30707,,C301PSV  080135A,,0
30708,,C301PSV  080135B,,0
30709,,C301AE   080001,,0
30710,,C301AT   080001,,0
30711,,C301AI   080001,,0
30712,,C301PT   080034,,0
30713,,C301PI   080034,,0
30714,,C301TY   080070,,0
30715,,C301PA   080004,,0
30716,,C301LI   080011A,,0
30717,,C301LI   080011B,,0
30718,,C301LI   080011C,,0
30719,,C301LT   080011A,,0
30720,,C301LT   080011B,,0
30721,,C301LALL 080011,,0
30722,,C301LT   080011C,,0
30723,,C301PSV  080139A,,0
30724,,C301PSV  080139B,,0
30725,,C301TW   080158,,0
30726,,C301TE   080158,,0
30727,,C301TI   080158,,0
30728,,C301TT   080158,,0
30729,,C301LT   080012,,0
30730,,C301LIC  080012,,0
30731,,C301LG   080013,,0
30732,,C301PT   080084A,,0
30733,,C301PT   080084B,,0
30734,,C301PT   080084C,,0
30735,,C301PAHH 080084,,0
30736,,C301PI   080084A,,0
30737,,C301PI   080084B,,0
30738,,C301PI   080084C,,0
30739,,C301LT   080064,,0
30740,,C301LI   080064A,,0
30741,,C301PG   080085,,0
30742,,C301FIF  030093,,0
30743,,C301LI   080064B,,0
30744,,C301FE   160017,,0
30745,,C301FT   160017A,,0
30746,,C301FT   160017B,,0
30747,,C301FT   160017C,,0
30748,,C301FALL 160017,,0
30749,,C301FI   160017A,,0
30750,,C301FI   160017B,,0
30751,,C301FI   160017C,,0
30752,,C301PSV  080119,,0
30753,,C301TW   080181,,0
30754,,C301TE   080181,,0
30755,,C301TI   080181,,0
30756,,C301TT   080181,,0
30757,,C301TW   080160,,0
30758,,C301TE   080160,,0
30759,,C301TI   080160,,0
30760,,C301TT   080160,,0
30761,,C301PG   080021,,0
30762,,C301PDT  080017,,0
30763,,C301TW   080161,,0
30764,,C301TE   080161,,0
30765,,C301PDI  080017,,0
30766,,C301TI   080161,,0
30767,,C301TT   080161,,0
30768,,C301TW   080175,,0
30769,,C301TE   080175,,0
30770,,C301TIC  080175,,0
30771,,C301TT   080175A,,0
30772,,C301TT   080175B,,0
30773,,C301THS  080175,,0
30774,,C301PG   080020,,0
30775,,C301TW   080162,,0
30776,,C301TE   080162,,0
30777,,C301TIC  080162,,0
30778,,C301TT   080162A,,0
30779,,C301TT   080162B,,0
30780,,C301THS  080162,,0
30781,,C301PA   080003,,0
30782,,C301PA   080021,,0
30783,,C301HS   080008,,0
30784,,C301FE   080056,,0
30785,,C301FT   080056,,0
30786,,C301FI   080056,,0
30787,,C301FE   080010,,0
30788,,C301FT   080010,,0
30789,,C301FI   080010A,,0
30790,,C301PDT  080083,,0
30791,,C301PDI  080083,,0
30792,,C301PG   080086,,0
30793,,C301LT   080057A,,0
30794,,C301LT   080057B,,0
30795,,C301LALL 080057,,0
30796,,C301LT   080057C,,0
30797,,C301LI   080057A,,0
30798,,C301LI   080057B,,0
30799,,C301LI   080057C,,0
30800,,C301LG   080060,,0
30801,,C301TAHH 080025,,0
30802,,C301FE   080055,,0
30803,,C301TI   080026B,,0
30804,,C301FT   080055,,0
30805,,C301TT   080026B,,0
30806,,C301FI   080055A,,0
30807,,C301TT   080026A,,0
30808,,C301TI   080026A,,0
30809,,C301TW   080026,,0
30810,,C301TE   080026,,0
30811,,C301LT   080058,,0
30812,,C301LIC  080058,,0
30813,,C301TW   080159,,0
30814,,C301TE   080159,,0
30815,,C301TI   080159,,0
30816,,C301TT   080159,,0
30817,,C301PT   080102,,0
30818,,C301PI   080102,,0
30819,,C301LG   080059,,0
30820,,C301PSV  080140,,0
30821,,C301TG   080163,,0
30822,,C301TW   080163,,0
30823,,C301PG   080088,,0
30824,,C301TI   080025B,,0
30825,,C301TT   080025B,,0
30826,,C301TT   080025A,,0
30827,,C301TI   080025A,,0
30828,,C301TW   080025,,0
30829,,C301TE   080025,,0
30830,,C301PG   080087,,0
30831,,C301FO   080065,,0
30832,,C301FO   080067,,0
30833,,C301ML   080005A,,0
30834,,C301MA   080005A,,0
30835,,C301MAC  080005A,,0
30836,,C301MHL  080005A,,0
30837,,C301MHSB 080005A,,0
30838,,C301MLB  080005A,,0
30839,,C301MX   080005A,,0
30840,,C301MXL  080005A,,0
30841,,C301ML   080005B,,0
30842,,C301MA   080005B,,0
30843,,C301MAC  080005B,,0
30844,,C301MHL  080005B,,0
30845,,C301MHSB 080005B,,0
30846,,C301MLB  080005B,,0
30847,,C301MX   080005B,,0
30848,,C301MXL  080005B,,0
30849,,C301TE   080165,,0
30850,,C301TW   080165,,0
30851,,C301TI   080165,,0
30852,,C301TT   080165,,0
30853,,C301PG   080091,,0
30854,,C301PSV  080141,,0
30855,,C301LT   080062A,,0
30856,,C301LT   080062B,,0
30857,,C301LALL 080062,,0
30858,,C301LT   080062C,,0
30859,,C301LI   080062A,,0
30860,,C301LI   080062B,,0
30861,,C301LI   080062C,,0
30862,,C301TI   080027B,,0
30863,,C301TT   080027B,,0
30864,,C301TT   080027A,,0
30865,,C301TI   080027A,,0
30866,,C301TW   080027,,0
30867,,C301TE   080027,,0
30868,,C301TI   080028B,,0
30869,,C301TT   080028B,,0
30870,,C301TT   080028A,,0
30871,,C301TI   080028A,,0
30872,,C301TW   080028,,0
30873,,C301TE   080028,,0
30874,,C301TI   080029B,,0
30875,,C301TT   080029B,,0
30876,,C301TT   080029A,,0
30877,,C301TI   080029A,,0
30878,,C301TW   080029,,0
30879,,C301TE   080029,,0
30880,,C301LT   080061,,0
30881,,C301LIC  080061,,0
30882,,C301LI   080061,,0
30883,,C301TI   080030B,,0
30884,,C301TT   080030B,,0
30885,,C301TT   080030A,,0
30886,,C301TI   080030A,,0
30887,,C301TW   080030,,0
30888,,C301TE   080030,,0
30889,,C301LG   080063,,0
30890,,C301TI   080031B,,0
30891,,C301TT   080031B,,0
30892,,C301TT   080031A,,0
30893,,C301TI   080031A,,0
30894,,C301TW   080031,,0
30895,,C301TE   080031,,0
30896,,C301PT   080101,,0
30897,,C301PI   080101,,0
30898,,C301TI   080032B,,0
30899,,C301TT   080032B,,0
30900,,C301TT   080032A,,0
30901,,C301TI   080032A,,0
30902,,C301TW   080032,,0
30903,,C301TE   080032,,0
30904,,C301TI   080033B,,0
30905,,C301TT   080033B,,0
30906,,C301TT   080033A,,0
30907,,C301TI   080033A,,0
30908,,C301TW   080033,,0
30909,,C301TE   080033,,0
30910,,C301PG   080093,,0
30911,,C301TI   080034B,,0
30912,,C301TT   080034B,,0
30913,,C301TT   080034A,,0
30914,,C301TI   080034A,,0
30915,,C301TW   080034,,0
30916,,C301TE   080034,,0
30917,,C301PG   080094,,0
30918,,C301FO   080008,,0
30919,,C301TI   080035B,,0
30920,,C301TT   080035B,,0
30921,,C301TT   080035A,,0
30922,,C301TI   080035A,,0
30923,,C301TW   080035,,0
30924,,C301TE   080035,,0
30925,,C301FO   080068,,0
30926,,C301TI   080036B,,0
30927,,C301TT   080036B,,0
30928,,C301TT   080036A,,0
30929,,C301TI   080036A,,0
30930,,C301TW   080036,,0
30931,,C301TE   080036,,0
30932,,C301TI   080037B,,0
30933,,C301ML   080008A,,0
30934,,C301TT   080037B,,0
30935,,C301MA   080008A,,0
30936,,C301TT   080037A,,0
30937,,C301MHSA 080008A,,0
30938,,C301TI   080037A,,0
30939,,C301MAA  080008A,,0
30940,,C301TW   080037,,0
30941,,C301MAB  080008A,,0
30942,,C301TE   080037,,0
30943,,C301MAC  080008A,,0
30944,,C301MLB  080008A,,0
30945,,C301MHL  080008A,,0
30946,,C301MHSB 080008A,,0
30947,,C301MX   080008A,,0
30948,,C301MXL  080008A,,0
30949,,C301ML   080008B,,0
30950,,C301MA   080008B,,0
30951,,C301MHSA 080008B,,0
30952,,C301MAA  080008B,,0
30953,,C301MAB  080008B,,0
30954,,C301MAC  080008B,,0
30955,,C301MLB  080008B,,0
30956,,C301MHL  080008B,,0
30957,,C301MHSB 080008B,,0
30958,,C301MX   080008B,,0
30959,,C301MXL  080008B,,0
30960,,C301TE   080167,,0
30961,,C301TW   080167,,0
30962,,C301TI   080167,,0
30963,,C301TT   080167,,0
30964,,C301TY   080001,,0
30965,,C301TE   080171,,0
30966,,C301TW   080171,,0
30967,,C301TI   080171,,0
30968,,C301TT   080171,,0
30969,,C301TE   080169,,0
30970,,C301TW   080169,,0
30971,,C301TI   080169,,0
30972,,C301TT   080169,,0
30973,,C301TAHH 080051,,0
30974,,C301TI   080052B,,0
30975,,C301TT   080052B,,0
30976,,C301TT   080052A,,0
30977,,C301TI   080052A,,0
30978,,C301TW   080052,,0
30979,,C301TE   080052,,0
30980,,C301PSV  080156,,0
30981,,C301TI   080051B,,0
30982,,C301TT   080051B,,0
30983,,C301TT   080051A,,0
30984,,C301TI   080051A,,0
30985,,C301TW   080051,,0
30986,,C301TE   080051,,0
30987,,C301TG   080172,,0
30988,,C301TW   080172,,0
30989,,C301TI   080053B,,0
30990,,C301TT   080053B,,0
30991,,C301TT   080053A,,0
30992,,C301TI   080053A,,0
30993,,C301TW   080053,,0
30994,,C301TE   080053,,0
30995,,C301TE   080168,,0
30996,,C301TW   080168,,0
30997,,C301TI   080168,,0
30998,,C301TT   080168,,0
30999,,C301TI   080054B,,0
31000,,C301TT   080054B,,0
31001,,C301TT   080054A,,0
31002,,C301TI   080054A,,0
31003,,C301TW   080054,,0
31004,,C301TE   080054,,0
31005,,C301TI   080055B,,0
31006,,C301TT   080055B,,0
31007,,C301TT   080055A,,0
31008,,C301TI   080055A,,0
31009,,C301TW   080055,,0
31010,,C301TE   080055,,0
31011,,C301TI   080056B,,0
31012,,C301TT   080056B,,0
31013,,C301TT   080056A,,0
31014,,C301TI   080056A,,0
31015,,C301TW   080056,,0
31016,,C301TE   080056,,0
31017,,C301TI   080057B,,0
31018,,C301TT   080057B,,0
31019,,C301TT   080057A,,0
31020,,C301TI   080057A,,0
31021,,C301TW   080057,,0
31022,,C301TE   080057,,0
31023,,C301TI   080058B,,0
31024,,C301TT   080058B,,0
31025,,C301TT   080058A,,0
31026,,C301TI   080058A,,0
31027,,C301TW   080058,,0
31028,,C301TE   080058,,0
31029,,C301PSV  080143,,0
31030,,C301TI   080059B,,0
31031,,C301TT   080059B,,0
31032,,C301TT   080059A,,0
31033,,C301TI   080059A,,0
31034,,C301TW   080059,,0
31035,,C301TE   080059,,0
31036,,C301PA   080018,,0
31037,,C301TI   080060B,,0
31038,,C301TT   080060B,,0
31039,,C301TT   080060A,,0
31040,,C301TI   080060A,,0
31041,,C301TW   080060,,0
31042,,C301TE   080060,,0
31043,,C301TI   080061B,,0
31044,,C301TT   080061B,,0
31045,,C301TT   080061A,,0
31046,,C301TI   080061A,,0
31047,,C301TW   080061,,0
31048,,C301TE   080061,,0
31049,,C301TI   080062B,,0
31050,,C301TT   080062B,,0
31051,,C301TT   080062A,,0
31052,,C301TI   080062A,,0
31053,,C301TW   080062,,0
31054,,C301TE   080062,,0
31055,,C301TI   080063B,,0
31056,,C301TT   080063B,,0
31057,,C301TT   080063A,,0
31058,,C301TI   080063A,,0
31059,,C301TW   080063,,0
31060,,C301TE   080063,,0
31061,,C301PSV  080142,,0
31062,,C301PSV  080157,,0
31063,,C301TG   080166,,0
31064,,C301TW   080166,,0
31065,,C301TY   080002,,0
31066,,C301LT   080065,,0
31067,,C301LI   080065A,,0
31068,,C301LI   080065B,,0
31069,,C301PG   080023,,0
31070,,C301PSV  080120,,0
31071,,C301TE   080164,,0
31072,,C301TW   080164,,0
31073,,C301TI   080164,,0
31074,,C301TT   080164,,0
31075,,C301PDT  080022,,0
31076,,C301PDI  080022,,0
31077,,C301PA   080017,,0
31078,,C301PSV  080146A,,0
31079,,C301PSV  080146B,,0
31080,,C301PT   080096,,0
31081,,C301PI   080096,,0
31082,,C301PA   080020,,0
31083,,C301PCV  171018,,0
31084,,C301PSV  060058A,,0
31085,,C301PSV  060058B,,0
31086,,C301DMC  170101,,0
31087,,C301DMC  030101,,0
31088,,C301DAF  030102,,0
31089,,C301DAF  170102,,0
31090,,C301DAGC 030102,,0
31091,,C301DAGC 170102,,0
31092,,C301DMC  170103,,0
31093,,C301DGC  030103,,0
31094,,C301DAF  170104,,0
31095,,C301DAGC 170104,,0
31096,,C301DGC  030104,,0
31097,,C301DFI  030201,,0
31098,,C301DFI  030202,,0
31099,,C301DFI  030203,,0
31100,,C301DFI  030206,,0
31101,,C301DMC  030204,,0
31102,,C301DAF  030205,,0
31103,,C301DAGC 030205,,0
31104,,C301DMC  030105,,0
31105,,C301DAF  030106,,0
31106,,C301DAGC 030106,,0
31107,,C301DMC  030301,,0
31108,,C301DAF  030302,,0
31109,,C301DAGC 030302,,0
31110,,C301DMC  030207,,0
31111,,C301DAF  030208,,0
31112,,C301DAGC 030208,,0
31113,,C301DFI  030209,,0
31114,,C301DMC  170105,,0
31115,,C301DFI  030217,,0
31116,,C301DFX  030210,,0
31117,,C301DAF  170106,,0
31118,,C301DAGC 170106,,0
31119,,C301DGC  030212,,0
31120,,C301DMC  170107,,0
31121,,C301DAF  170108,,0
31122,,C301DAGC 170108,,0
31123,,C301DGH  030211,,0
31124,,C301DMC  030218,,0
31125,,C301DGC  030213,,0
31126,,C301DGT  170109,,0
31127,,C301DGH  030214,,0
31128,,C301DFX  030215,,0
31129,,C301DGT  170110,,0
31130,,C301DAL  030216,,0
31131,,C301DAF  030219,,0
31132,,C301DAGC 030219,,0
31133,,C301DFI  090101,,0
31134,,C301DMC  160201,,0
31135,,C301DFI  160202,,0
31136,,C301DFI  090104,,0
31137,,C301DFI  160203,,0
31138,,C301DMC  090102,,0
31139,,C301DMC  160204,,0
31140,,C301DAF  090103,,0
31141,,C301DAGC 090103,,0
31142,,C301DAF  160205,,0
31143,,C301DAGC 160205,,0
31144,,C301DGC  040101,,0
31145,,C301DGC  040102,,0
31146,,C301DMC  501101,,0
31147,,C301DAF  501102,,0
31148,,C301DAGC 501102,,0
31149,,C301DGC  040103,,0
31150,,C301DGC  040104,,0
31151,,C301DGH  040201,,0
31152,,C301DGH  040203,,0
31153,,C301DGH  040206,,0
31154,,C301DGH  040208,,0
31155,,C301DFX  040210,,0
31156,,C301DFX  040207,,0
31157,,C301DFX  040202,,0
31158,,C301DFX  040205,,0
31159,,C301DAL  040204,,0
31160,,C301DAL  040209,,0
31161,,C301DMC  040305,,0
31162,,C301DAF  040306,,0
31163,,C301DAGC 040306,,0
31164,,C301DGC  040304,,0
31165,,C301DGC  040303,,0
31166,,C301DMC  040301,,0
31167,,C301DAF  040302,,0
31168,,C301DAGC 040302,,0
31169,,C301DMC  040307,,0
31170,,C301DAF  040308,,0
31171,,C301DAGC 040308,,0
31172,,C301DGC  090302,,0
31173,,C301DFX  090301,,0
31174,,C301DFX  090304,,0
31175,,C301DFX  090309,,0
31176,,C301DFX  090306,,0
31177,,C301DGC  090305,,0
31178,,C301DGC  090303,,0
31179,,C301DGC  090308,,0
31180,,C301DAL  090307,,0
31181,,C301DMC  512101,,0
31182,,C301DAF  512102,,0
31183,,C301DAGC 512102,,0
31184,,C301DGC  050102,,0
31185,,C301DMC  150101,,0
31186,,C301DAF  150102,,0
31187,,C301DAGC 150102,,0
31188,,C301DGC  050104,,0
31189,,C301DFI  150103,,0
31190,,C301DFI  150104,,0
31191,,C301DGC  050105,,0
31192,,C301DGC  150105,,0
31193,,C301DGC  050106,,0
31194,,C301DGC  050107,,0
31195,,C301DGC  150106,,0
31196,,C301DMC  190101,,0
31197,,C301DAF  190102,,0
31198,,C301DAGC 190102,,0
31199,,C301DFI  190103,,0
31200,,C301DFI  190104,,0
31201,,C301DGC  190201,,0
31202,,C301DGC  190202,,0
31203,,C301DGC  050108,,0
31204,,C301DMC  060101,,0
31205,,C301DAF  060102,,0
31206,,C301DAGC 060102,,0
31207,,C301DMC  060103,,0
31208,,C301DAF  060104,,0
31209,,C301DAGC 060104,,0
31210,,C301DAF  050110,,0
31211,,C301DAGC 050110,,0
31212,,C301DMC  200109,,0
31213,,C301DMC  090210,,0
31214,,C301DAF  200110,,0
31215,,C301DAGC 200110,,0
31216,,C301DFI  200108,,0
31217,,C301DAF  090211,,0
31218,,C301DAGC 090211,,0
31219,,C301DFI  200107,,0
31220,,C301DFI  200106,,0
31221,,C301DFI  200105,,0
31222,,C301DGC  200101,,0
31223,,C301DGC  200102,,0
31224,,C301DFI  090203,,0
31225,,C301DGC  200103,,0
31226,,C301DFI  090204,,0
31227,,C301DGC  200104,,0
31228,,C301DGC  060205,,0
31229,,C301DFI  200111,,0
31230,,C301DGC  060204,,0
31231,,C301DFI  200112,,0
31232,,C301DFI  060201,,0
31233,,C301DFI  060206,,0
31234,,C301DMC  060202,,0
31235,,C301DAF  060203,,0
31236,,C301DAGC 060203,,0
31237,,C301DAF  060208,,0
31238,,C301DAGC 060208,,0
31239,,C301DMC  060207,,0
31240,,C301DFX  140101,,0
31241,,C301DGC  140104,,0
31242,,C301DGC  140105,,0
31243,,C301DFI  140103,,0
31244,,C301DFX  140108,,0
31245,,C301DGH  140102,,0
31246,,C301DGH  140107,,0
31247,,C301DAL  140106,,0
31248,,C301DFI  140109,,0
31249,,C301DMC  140110,,0
31250,,C301DAF  140111,,0
31251,,C301DAGC 140111,,0
31252,,C301DGC  140112,,0
31253,,C301DGC  140113,,0
31254,,C301DGC  140308,,0
31255,,C301DGC  140303,,0
31256,,C301DMC  180101,,0
31257,,C301DAF  180102,,0
31258,,C301DAGC 180102,,0
31259,,C301DGH  180104,,0
31260,,C301DFX  180103,,0
31261,,C301DGC  180105,,0
31262,,C301DGC  180111,,0
31263,,C301DGH  180112,,0
31264,,C301DGC  180107,,0
31265,,C301DGH  180108,,0
31266,,C301DFX  180106,,0
31267,,C301DFX  180113,,0
31268,,C301DAL  180114,,0
31269,,C301DMC  180109,,0
31270,,C301DAF  180110,,0
31271,,C301DAGC 180110,,0
31272,,C301DFX  180117,,0
31273,,C301DGH  180116,,0
31274,,C301DGC  180115,,0
31275,,C301DGC  070104,,0
31276,,C301DGC  070103,,0
31277,,C301DMC  070105,,0
31278,,C301DAF  070106,,0
31279,,C301DAGC 070106,,0
31280,,C301DAF  070102,,0
31281,,C301DAGC 070102,,0
31282,,C301DMC  070101,,0
31283,,C301DMC  080101,,0
31284,,C301DAF  080102,,0
31285,,C301DAGC 080102,,0
31286,,C301DAGT 080102,,0
31287,,C301DMC  080103,,0
31288,,C301DAF  080104,,0
31289,,C301DAGC 080104,,0
31290,,C301DAGT 080104,,0
31291,,C301DFX  140305,,0
31292,,C301DGC  140309,,0
31293,,C301DGC  140304,,0
31294,,C301DAL  140307,,0
31295,,C301DFX  140306,,0
31296,,C301DFI  140302,,0
31297,,C301DMC  140312,,0
31298,,C301DAF  140313,,0
31299,,C301DAGC 140313,,0
31300,,C301DFI  140301,,0
31301,,C301DMC  502103,,0
31302,,C301DAF  502104,,0
31303,,C301DAGC 502104,,0
31304,,C301DMC  502101,,0
31305,,C301DAF  502102,,0
31306,,C301DAGC 502102,,0
31307,,C301FE   288,,0
31308,,C301HS   030021,,0
31309,,C301FO   030094,,0
31310,,C301HS   030022,,0
31311,,C301DMC  020101,,0
31312,,C301DMC  020201,,0
31313,,C301DMC  020202,,0
31314,,C301PT   180061,,0
31315,,C301PIC  180061,,0
31316,,C301PT   180060,,0
31317,,C301PI   180060,,0
31318,,C301LG   180007,,0
31319,,C301AI   190029G,,0
31320,,C301LT   180006,,0
31321,,C301LI   180006,,0
31322,,C301FV   190064,,0
31323,,C301FY   190064,,0
31324,,C301FE   190064,,0
31325,,C301FT   190064,,0
31326,,C301FIC  190064,,0
31327,,C301XV   180012,,0
31328,,C301XY   180012A,,0
31329,,C301XZSO 180012,,0
31330,,C301XZLO 180012,,0
31331,,C301XZSC 180012,,0
31332,,C301XZLC 180012,,0
31333,,C301XHSR 180012A,,0
31334,,C301AT   171500A,,0
31335,,C301AT   171500B,,0
31336,,C301AE   171501A,,0
31337,,C301AE   171501B,,0
31338,,C301AT   171501A,,0
31339,,C301AT   171501B,,0
31340,,C301AV   171501,,0
31341,,C301AE   171502A,,0
31342,,C301AE   171502B,,0
31343,,C301AT   171502A,,0
31344,,C301AT   171502B,,0
31345,,C301AV   171502,,0
31346,,C301AE   171503A,,0
31347,,C301AE   171503B,,0
31348,,C301AT   171503A,,0
31349,,C301AT   171503B,,0
31350,,C301AV   171503,,0
31351,,C301FT   171500,,0
31352,,C301FV   171500,,0
31353,,C301FG   171501,,0
31354,,C301FI   171502,,0
31355,,C301FT   171503,,0
31356,,C301FV   171503,,0
31357,,C301FG   171504,,0
31358,,C301FI   171505,,0
31359,,C301FT   171506,,0
31360,,C301FO   171507,,0
31361,,C301FE   171508,,0
31362,,C301FT   171508,,0
31363,,C301FV   171508,,0
31364,,C301FT   171509,,0
31365,,C301FV   171509,,0
31366,,C301FT   171510B,,0
31367,,C301FT   171511,,0
31368,,C301FT   171512,,0
31369,,C301FG   171513,,0
31370,,C301FT   171514,,0
31371,,C301FT   171515,,0
31372,,C301FO   171516,,0
31373,,C301FE   171524,,0
31374,,C301FT   171524A,,0
31375,,C301FT   171524B,,0
31376,,C301FT   171524C,,0
31377,,C301LT   171500,,0
31378,,C301LG   171501,,0
31379,,C301LG   171502,,0
31380,,C301LT   171503A,,0
31381,,C301LT   171503B,,0
31382,,C301LT   171503C,,0
31383,,C301LT   171504,,0
31384,,C301LV   171504,,0
31385,,C301LT   171505,,0
31386,,C301LG   171506,,0
31387,,C301LT   171507A,,0
31388,,C301LT   171507B,,0
31389,,C301LT   171507C,,0
31390,,C301LT   171508,,0
31391,,C301LV   171508,,0
31392,,C301LG   171509,,0
31393,,C301LG   171510,,0
31394,,C301LT   171511A,,0
31395,,C301LT   171511B,,0
31396,,C301LT   171511C,,0
31397,,C301LT   171512A,,0
31398,,C301LT   171512B,,0
31399,,C301LT   171512C,,0
31400,,C301LT   171513,,0
31401,,C301LG   171514,,0
31402,,C301PG   171500,,0
31403,,C301PG   171501,,0
31404,,C301PDG  171502,,0
31405,,C301PT   171503,,0
31406,,C301PCV  171504,,0
31407,,C301PG   171505,,0
31408,,C301PDG  171506,,0
31409,,C301PT   171507,,0
31410,,C301PG   171508,,0
31411,,C301PCV  171509,,0
31412,,C301PT   171510,,0
31413,,C301PSV  171511,,0
31414,,C301PT   171512,,0
31415,,C301PG   171513,,0
31416,,C301PT   171514A,,0
31417,,C301PT   171514B,,0
31418,,C301PT   171514C,,0
31419,,C301PT   171515,,0
31420,,C301PT   171516,,0
31421,,C301PV   171516,,0
31422,,C301PSV  171517,,0
31423,,C301PT   171518,,0
31424,,C301PG   171519,,0
31425,,C301PT   171520,,0
31426,,C301PCV  171521,,0
31427,,C301PG   171522,,0
31428,,C301PSV  171523,,0
31429,,C301PT   171524,,0
31430,,C301PV   171524,,0
31431,,C301PT   171525A,,0
31432,,C301PT   171525B,,0
31433,,C301PT   171525C,,0
31434,,C301PG   171526,,0
31435,,C301PG   171527,,0
31436,,C301PDT  171528,,0
31437,,C301PDT  171529,,0
31438,,C301PG   171530,,0
31439,,C301PSV  171531,,0
31440,,C301PT   171532,,0
31441,,C301PG   171533,,0
31442,,C301PG   171534,,0
31443,,C301PDG  171535,,0
31444,,C301PG   171536,,0
31445,,C301PG   171537,,0
31446,,C301PDG  171538,,0
31447,,C301PG   171539,,0
31448,,C301PG   171540,,0
31449,,C301PT   171541,,0
31450,,C301PG   171542,,0
31451,,C301PG   171543,,0
31452,,C301PG   171544,,0
31453,,C301PDT  171545,,0
31454,,C301PDG  171546,,0
31455,,C301PG   171547,,0
31456,,C301PG   171548,,0
31457,,C301PDG  171549,,0
31458,,C301PG   171550,,0
31459,,C301PG   171551,,0
31460,,C301PT   171552,,0
31461,,C301PG   171553,,0
31462,,C301PG   171554,,0
31463,,C301PG   171555,,0
31464,,C301PG   171556,,0
31465,,C301TE   171500,,0
31466,,C301TT   171500,,0
31467,,C301TE   171501,,0
31468,,C301TT   171501,,0
31469,,C301TE   171502,,0
31470,,C301TT   171502,,0
31471,,C301TE   171503A,,0
31472,,C301TE   171503B,,0
31473,,C301TE   171503C,,0
31474,,C301TT   171503A,,0
31475,,C301TT   171503B,,0
31476,,C301TT   171503C,,0
31477,,C301TE   171504,,0
31478,,C301TT   171504,,0
31479,,C301TV   171504,,0
31480,,C301TE   171505,,0
31481,,C301TT   171505,,0
31482,,C301TE   171506,,0
31483,,C301TT   171506,,0
31484,,C301TE   171507A,,0
31485,,C301TE   171507B,,0
31486,,C301TE   171507C,,0
31487,,C301TT   171507A,,0
31488,,C301TT   171507B,,0
31489,,C301TT   171507C,,0
31490,,C301TE   171508,,0
31491,,C301TG   171509,,0
31492,,C301TG   171510,,0
31493,,C301TE   171511A,,0
31494,,C301TE   171511B,,0
31495,,C301TE   171511C,,0
31496,,C301TT   171511A,,0
31497,,C301TT   171511B,,0
31498,,C301TT   171511C,,0
31499,,C301TE   171512,,0
31500,,C301TT   171512,,0
31501,,C301TV   171512,,0
31502,,C301TSV  171513,,0
31503,,C301TE   171514,,0
31504,,C301TT   171514,,0
31505,,C301TE   171515,,0
31506,,C301TT   171515,,0
31507,,C301TE   171516,,0
31508,,C301TT   171516,,0
31509,,C301TE   171517,,0
31510,,C301TT   171517,,0
31511,,C301TE   171518,,0
31512,,C301TT   171518,,0
31513,,C301TE   171519,,0
31514,,C301TT   171519,,0
31515,,C301TSV  171520,,0
31516,,C301TG   171521,,0
31517,,C301TE   171522,,0
31518,,C301TT   171522,,0
31519,,C301TE   171523,,0
31520,,C301TT   171523,,0
31521,,C301TE   171524A,,0
31522,,C301TE   171524B,,0
31523,,C301TE   171524C,,0
31524,,C301TG   171525,,0
31525,,C301XV   171500,,0
31526,,C301XV   171501,,0
31527,,C301XV   171502,,0
31528,,C301XV   171503,,0
31529,,C301XV   171504,,0
31530,,C301XV   171505,,0
31531,,C301XV   171506,,0
31532,,C301XV   171507,,0
31533,,C301XV   171508,,0
31534,,C301XV   171509,,0
31535,,C301XV   171510,,0
31536,,C301XV   171511,,0
31537,,C301XV   171516,,0
31538,,C301PA   190040,,0
31539,,C301PA   190041,,0
31540,,C301PA   190042,,0
31541,,C301PI   190117,,0
31542,,C301PT   190117,,0
31543,,C301DGXR 020104,,0
31544,,C301PI   190118,,0
31545,,C301PT   190118,,0
31546,,C301HS   190007,,0
31547,,C301PG   190116,,0
31548,,C301DGXT 020104,,0
31549,,C301PDT  190115,,0
31550,,C301PDI  190115,,0
31551,,C301DMC  020102,,0
31552,,C301DAF  020103,,0
31553,,C301DAGC 020103,,0
31554,,C301DGXT 020205,,0
31555,,C301DGXR 020205,,0
31556,,C301DGXT 020206,,0
31557,,C301DGXR 020206,,0
31558,,C301DGXT 020207,,0
31559,,C301DGXR 020207,,0
31560,,C301DAF  020204,,0
31561,,C301DAGC 020204,,0
31562,,C301DMC  020203,,0
31563,,C301DGXT 020305,,0
31564,,C301DGXR 020305,,0
31565,,C301DMC  020302,,0
31566,,C301DAF  020304,,0
31567,,C301DAGC 020304,,0
31568,,C301DFI  020312,,0
31569,,C301DFI  020301,,0
31570,,C301DGC  160101,,0
31571,,C301DGC  160102,,0
31572,,C301DGC  160103,,0
31573,,C301DGC  160104,,0
31574,,C301DMC  160105,,0
31575,,C301DGXR 170201,,0
31576,,C301DGXT 170201,,0
31577,,C301DMC  170202,,0
31578,,C301DMC  120101,,0
31579,,C301DAF  120102,,0
31580,,C301DAGC 120102,,0
31581,,C301DFI  120103,,0
31582,,C301DFI  120107,,0
31583,,C301DMC  120110,,0
31584,,C301DMC  120108,,0
31585,,C301DAF  120111,,0
31586,,C301DAGC 120111,,0
31587,,C301DAF  120109,,0
31588,,C301DAGC 120109,,0
