,spi_sort,spid_sort,score_sort,similarity_flag
1735,C301XZLC 070002,JE CRC301 XZLC 170004,72,0
1736,C301XZLC 070002,JE CRC301 XZLC 060010,72,0
1737,C301XZLC 070002,JE CRC301 XZSC 070003,72,0
1738,C301XZLC 070002,JE CRC301 XV 070002,71,0
1739,C301XZLC 070002,JE CRC301 XZLO 070004A,70,0
1740,C301TW 070004,JE CRC301 FT 070006,69,0
1741,C301TW 070004,JE CRC301 TY 040004,69,0
1742,C301TW 070004,JE CRC301 AE 070004,69,0
1743,C301TW 070004,JE CRC301 PT 070041,69,0
1744,C301TW 070004,JE CRC301 TE 080004,69,0
1745,C301TE 070004,JE CRC301 FT 070006,75,0
1746,C301TE 070004,JE CRC301 AE 070004,75,0
1747,C301TE 070004,JE CRC301 TE 080004,75,0
1748,C301TE 070004,JE CRC301 FT 080004,75,0
1749,C301TE 070004,JE CRC301 FT 060004,75,0
1750,C301TT 070004A,JE CRC301 TT 070002A,76,0
1751,C301TT 070004A,JE CRC301 AE 070004,73,0
1752,C301TT 070004A,JE CRC301 TT 080030A,71,0
1753,C301TT 070004A,CRC301 TE 090504A,71,0
1754,C301TT 070004A,CRC301 TT 090001B,71,0
1755,C301TIC 070004,JE CRC301 TIC 070002,76,0
1756,C301TIC 070004,JE CRC301 TI 070001,73,0
1757,C301TIC 070004,JE CRC301 PIC 070001,71,0
1758,C301TIC 070004,JE CRC301 TIC 080006,71,0
1759,C301TIC 070004,JE CRC301 TIC 030002,71,0
1760,C301PSV 070005,JE CRC301 PSV 070003B,74,0
1761,C301PSV 070005,JE CRC301 PSV 070003A,74,0
1762,C301PSV 070005,JE CRC301 XV 070005,73,0
1763,C301PSV 070005,JE CRC301 PSV 200059,71,0
1764,C301PSV 070005,JE CRC301 PSV 060040,71,0
1765,C301PSV 070006,JE CRC301 PSV 060006,76,0
1766,C301PSV 070006,JE CRC301 PSV 050006,76,0
1767,C301PSV 070006,JE CRC301 PSV 070003B,74,0
1768,C301PSV 070006,JE CRC301 PSV 070046A,74,0
1769,C301PSV 070006,JE CRC301 PSV 070003A,74,0
1770,C301LT 070008A,JE CRC301 LT 070005B,71,0
1771,C301LT 070008A,JE CRC301 LT 200007A,71,0
1772,C301LT 070008A,JE CRC301 LDT 020008,71,0
1773,C301LT 070008A,JE CRC301 LT 200003A,71,0
1774,C301LT 070008A,JE CRC301 LT 030050A,71,0
1775,C301LT 070008B,JE CRC301 LT 070005B,76,0
1776,C301LT 070008B,JE CRC301 LT 050007B,71,0
1777,C301LT 070008B,JE CRC301 LT 090038B,71,0
1778,C301LT 070008B,JE CRC301 LDT 020008,71,0
1779,C301LT 070008B,CRC301 TT 090001B,71,0
1780,C301LT 070008C,JE CRC301 LT 070005B,71,0
1781,C301LT 070008C,JE CRC301 LT 080020C,71,0
1782,C301LT 070008C,JE CRC301 PT 020008C,71,0
1783,C301LT 070008C,JE CRC301 LDT 020008,71,0
1784,C301LT 070008C,JE CRC301 PT 070002C,71,0
1785,C301LALL 070008,JE CRC301 LG 080008,65,0
1786,C301LALL 070008,CRC301 000600,64,0
1787,C301LALL 070008,JE CRC301 LT 070005B,63,0
1788,C301LALL 070008,JE CRC301 LIC 060008,63,0
1789,C301LALL 070008,JE CRC301 LDT 020008,63,0
1790,C301LI 070008A,JE CRC301 LI 060003A,71,0
1791,C301LI 070008A,JE CRC301 LI 170018A,71,0
1792,C301LI 070008A,JE CRC301 LIC 060008,71,0
1793,C301LI 070008A,JE CRC301 LI 060002A,71,0
1794,C301LI 070008A,JE CRC301 LDI 020008,71,0
1795,C301LI 070008B,JE CRC301 LT 070005B,71,0
1796,C301LI 070008B,JE CRC301 LIC 060008,71,0
1797,C301LI 070008B,JE CRC301 LI 060002B,71,0
1798,C301LI 070008B,JE CRC301 LDI 020008,71,0
1799,C301LI 070008B,JE CRC301 LI 080007B,71,0
1800,C301LI 070008C,JE CRC301 LIC 060008,71,0
1801,C301LI 070008C,JE CRC301 LDI 020008,71,0
1802,C301LI 070008C,JE CRC301 LI 020030,67,0
1803,C301LI 070008C,JE CRC301 LI 170002,67,0
1804,C301LI 070008C,JE CRC301 LI 170001,67,0
1805,C301LIC 070003,JE CRC301 LIC 170001,71,0
1806,C301LIC 070003,JE CRC301 PIC 070001,71,0
1807,C301LIC 070003,JE CRC301 LI 060003A,71,0
1808,C301LIC 070003,JE CRC301 LIC 060010,71,0
1809,C301LIC 070003,JE CRC301 LIC 060008,71,0
1810,C301LT 070003,JE CRC301 LT 170003,75,0
1811,C301LT 070003,JE CRC301 LT 070005B,73,0
1812,C301LT 070003,JE CRC301 LT 200003A,73,0
1813,C301LT 070003,JE CRC301 PT 070038,69,0
1814,C301LT 070003,JE CRC301 FT 070006,69,0
1815,C301LV 070003,JE CRC301 PSV 070003B,71,0
1816,C301LV 070003,JE CRC301 PSV 070003A,71,0
1817,C301LV 070003,JE CRC301 XV 070006,69,0
1818,C301LV 070003,JE CRC301 LV 030013,69,0
1819,C301LV 070003,JE CRC301 LT 170003,69,0
1820,C301LT 070001,JE CRC301 TI 070001,75,0
1821,C301LT 070001,JE CRC301 LT 070005B,73,0
1822,C301LT 070001,CRC301 TT 090001B,73,0
1823,C301LT 070001,JE CRC301 LT 200001B,73,0
1824,C301LT 070001,JE CRC301 LT 020001B,73,0
1825,C301LIC 070001,JE CRC301 LIC 170001,76,0
1826,C301LIC 070001,JE CRC301 PIC 070001,76,0
1827,C301LIC 070001,JE CRC301 LIC 030001,76,0
1828,C301LIC 070001,JE CRC301 FIC 070001,76,0
1829,C301LIC 070001,JE CRC301 LI 170001,73,0
1830,C301XV 070001,JE CRC301 XV 070006,75,0
1831,C301XV 070001,JE CRC301 XV 200001,75,0
1832,C301XV 070001,JE CRC301 XV 070005,75,0
1833,C301XV 070001,JE CRC301 XV 070002,75,0
1834,C301XV 070001,JE CRC301 XV 060001,75,0
1835,C301XY 070001,JE CRC301 TY 080001,69,0
1836,C301XY 070001,JE CRC301 XV 070006,69,0
1837,C301XY 070001,JE CRC301 XV 200001,69,0
1838,C301XY 070001,JE CRC301 HY 170001,69,0
1839,C301XY 070001,JE CRC301 FY 070002,69,0
1840,C301XZSO 070001,JE CRC301 XZSC 070003,72,0
1841,C301XZSO 070001,JE CRC301 XZSO 090007,72,0
1842,C301XZSO 070001,JE CRC301 XZSO 170004B,70,0
1843,C301XZSO 070001,JE CRC301 XZSO 050018B,70,0
1844,C301XZSO 070001,JE CRC301 XZSO 050011B,70,0
1845,C301XZLO 070001,JE CRC301 XZLO 070004A,76,0
1846,C301XZLO 070001,JE CRC301 XZLO 170012B,70,0
1847,C301XZLO 070001,JE CRC301 XZLO 050014B,70,0
1848,C301XZLO 070001,JE CRC301 EZLO 090001A,70,0
1849,C301XZLO 070001,JE CRC301 XZLO 170006A,70,0
1850,C301XZSC 070001,JE CRC301 XZSC 070003,78,0
1851,C301XZSC 070001,JE CRC301 EZSC 090001,72,0
1852,C301XZSC 070001,JE CRC301 XZSC 050015,72,0
1853,C301XZSC 070001,JE CRC301 XZSC 050018,72,0
1854,C301XZSC 070001,JE CRC301 EZSC 040001,72,0
1855,C301XZLC 070001,JE CRC301 XZLC 170004,72,0
1856,C301XZLC 070001,JE CRC301 XZLC 060010,72,0
1857,C301XZLC 070001,JE CRC301 XZSC 070003,72,0
1858,C301XZLC 070001,JE CRC301 XZLC 060011,72,0
1859,C301XZLC 070001,JE CRC301 XZLO 070004A,70,0
1860,C301TW 070026A,JE CRC301 TE 070026A,76,0
1861,C301TW 070026A,JE CRC301 TI 070026,73,0
1862,C301TW 070026A,JE CRC301 TT 080026A,71,0
1863,C301TW 070026A,JE CRC301 TT 070002A,71,0
1864,C301TW 070026A,JE CRC301 TI 070022,67,0
1865,C301TE 070026A,JE CRC301 TE 070026A,82,1
1866,C301TE 070026A,JE CRC301 FT 070006,73,0
1867,C301TE 070026A,JE CRC301 TE 070021,73,0
1868,C301TE 070026A,JE CRC301 TE 070012,73,0
1869,C301TE 070026A,JE CRC301 TI 070026,73,0
1870,C301TT 070026A,JE CRC301 TT 080026A,76,0
1871,C301TT 070026A,JE CRC301 TE 070026A,76,0
1872,C301TT 070026A,JE CRC301 TT 070002A,76,0
1873,C301TT 070026A,JE CRC301 TT 050026,73,0
1874,C301TT 070026A,JE CRC301 TT 040026,73,0
1875,C301TI 070026A,JE CRC301 TI 070026,79,0
1876,C301TI 070026A,JE CRC301 TE 070026A,76,0
1877,C301TI 070026A,JE CRC301 TI 070022,73,0
1878,C301TI 070026A,CRC301 TI 090021,73,0
1879,C301TI 070026A,JE CRC301 TI 040026,73,0
1880,C301LG 070004,JE CRC301 LG 020004,75,0
1881,C301LG 070004,JE CRC301 LG 170006,69,0
1882,C301LG 070004,JE CRC301 LG 030034,69,0
1883,C301LG 070004,JE CRC301 LG 090034,69,0
1884,C301LG 070004,JE CRC301 LG 200002,69,0
1885,C301LG 070002,JE CRC301 LG 200002,75,0
1886,C301LG 070002,JE CRC301 LG 040002,75,0
1887,C301LG 070002,JE CRC301 LG 050002,75,0
1888,C301LG 070002,JE CRC301 M 070002,71,0
1889,C301LG 070002,JE CRC301 LG 170006,69,0
1890,C301PSV 070028,JE CRC301 PSV 030078,71,0
1891,C301PSV 070028,JE CRC301 PSV 020078,71,0
1892,C301PSV 070028,JE CRC301 PSV 400308,71,0
1893,C301PSV 070028,JE CRC301 PSV 030088,71,0
1894,C301PSV 070028,JE CRC301 PSV 050052,71,0
1895,C301PSV 070029,JE CRC301 PSV 050029A,74,0
1896,C301PSV 070029,JE CRC301 PSV 050029B,74,0
1897,C301PSV 070029,JE CRC301 PSV 200059,71,0
1898,C301PSV 070029,JE CRC301 PSV 210029,71,0
1899,C301PSV 070029,JE CRC301 PV 020029B,71,0
1900,C301PT 070012,JE CRC301 TE 070012,75,0
1901,C301PT 070012,JE CRC301 PT 070041,75,0
1902,C301PT 070012,JE CRC301 PT 070013,75,0
1903,C301PT 070012,JE CRC301 PT 060012C,73,0
1904,C301PT 070012,JE CRC301 PT 070002B,73,0
1905,C301PIC 070012,CRC301 PIC 170061,77,0
1906,C301PIC 070012,JE CRC301 PIC 070001,76,0
1907,C301PIC 070012,JE CRC301 PI 070019,73,0
1908,C301PIC 070012,JE CRC301 PIC 060014,71,0
1909,C301PIC 070012,CRC301 PI 060017A,71,0
1910,C301PV 070012,JE CRC301 PSV 090012C,71,0
1911,C301PV 070012,JE CRC301 PV 050031,69,0
1912,C301PV 070012,JE CRC301 PG 070025,69,0
1913,C301PV 070012,JE CRC301 PI 070019,69,0
1914,C301PV 070012,JE CRC301 TE 070012,69,0
1915,C301TG 070014,JE CRC301 TG 090045,69,0
1916,C301TG 070014,JE CRC301 TE 070021,69,0
1917,C301TG 070014,JE CRC301 TE 070012,69,0
1918,C301TG 070014,JE CRC301 TG 090051,69,0
1919,C301TG 070014,JE CRC301 TG 090043,69,0
1920,C301TG 070016,JE CRC301 PG 070016,75,0
1921,C301TG 070016,JE CRC301 FT 070006,69,0
1922,C301TG 070016,JE CRC301 TG 080156,69,0
1923,C301TG 070016,JE CRC301 TE 070021,69,0
1924,C301TG 070016,JE CRC301 PG 050016,69,0
1925,C301TW 070010,CRC301 TT 030170,69,0
1926,C301TW 070010,JE CRC301 TW 090061,69,0
1927,C301TW 070010,JE CRC301 FT 070006,69,0
1928,C301TW 070010,JE CRC301 TE 070021,69,0
1929,C301TW 070010,JE CRC301 TE 020010,69,0
1930,C301TE 070010,JE CRC301 FT 070006,75,0
1931,C301TE 070010,JE CRC301 TE 070021,75,0
1932,C301TE 070010,JE CRC301 TE 020010,75,0
1933,C301TE 070010,JE CRC301 TE 090010,75,0
1934,C301TE 070010,JE CRC301 TE 170010,75,0
1935,C301TT 070010,CRC301 TT 030170,76,0
1936,C301TT 070010,JE CRC301 TT 170010,75,0
1937,C301TT 070010,JE CRC301 TT 060010,75,0
1938,C301TT 070010,CRC301 TT 090001B,73,0
1939,C301TT 070010,CRC301 TT 090021C,73,0
1940,C301TI 070010,CRC301 TI 090021,76,0
1941,C301TI 070010,JE CRC301 TI 060010,75,0
1942,C301TI 070010,JE CRC301 TI 070001,75,0
1943,C301TI 070010,JE CRC301 TI 070018,75,0
1944,C301TI 070010,JE CRC301 TIC 070002,73,0
1945,C301TW 070011,JE CRC301 TE 090011,69,0
1946,C301TW 070011,JE CRC301 TW 090061,69,0
1947,C301TW 070011,JE CRC301 TE 070021,69,0
1948,C301TW 070011,JE CRC301 TE 070012,69,0
1949,C301TW 070011,JE CRC301 TT 090011,69,0
1950,C301TE 070011,CRC301 TE 030171,76,0
1951,C301TE 070011,JE CRC301 TE 090011,75,0
1952,C301TE 070011,JE CRC301 TE 070021,75,0
1953,C301TE 070011,JE CRC301 TE 070012,75,0
1954,C301TE 070011,JE CRC301 UZ 07001,71,0
1955,C301TT 070011,JE CRC301 TT 090011,75,0
1956,C301TT 070011,JE CRC301 TT 020011,75,0
1957,C301TT 070011,CRC301 TT 090001B,73,0
1958,C301TT 070011,CRC301 TT 090021C,73,0
1959,C301TT 070011,JE CRC301 TE 090011,69,0
1960,C301TI 070011,CRC301 TI 090021,76,0
1961,C301TI 070011,JE CRC301 TI 070001,75,0
1962,C301TI 070011,JE CRC301 TI 070018,75,0
1963,C301TI 070011,JE CRC301 TI 050011,75,0
1964,C301TI 070011,JE CRC301 TE 090011,69,0
1965,C301FE 070005,JE CRC301 FIC 070005,79,0
1966,C301FE 070005,JE CRC301 FT 070006,75,0
1967,C301FE 070005,JE CRC301 FO 090005,75,0
1968,C301FE 070005,JE CRC301 FY 070002,75,0
1969,C301FE 070005,JE CRC301 FV 170005,75,0
1970,C301FT 070005,JE CRC301 FT 070006,75,0
1971,C301FT 070005,JE CRC301 FT 080005,75,0
1972,C301FT 070005,JE CRC301 FT 040005,75,0
1973,C301FT 070005,JE CRC301 LT 070005B,73,0
1974,C301FT 070005,JE CRC301 FIC 070005,73,0
1975,C301FIC 070005,JE CRC301 FIC 070005,82,1
1976,C301FIC 070005,JE CRC301 FIC 070001,76,0
1977,C301FIC 070005,JE CRC301 PIC 070001,71,0
1978,C301FIC 070005,JE CRC301 FIC 020008,71,0
1979,C301FIC 070005,JE CRC301 FIC 040010,71,0
1980,C301FV 070005,JE CRC301 FV 170005,75,0
1981,C301FV 070005,JE CRC301 XV 070005,75,0
1982,C301FV 070005,JE CRC301 FIC 070005,73,0
1983,C301FV 070005,JE CRC301 FV 160005,69,0
1984,C301FV 070005,JE CRC301 FT 070006,69,0
1985,C301FE 070006,JE CRC301 FT 070006,81,0
1986,C301FE 070006,JE CRC301 XV 070006,75,0
1987,C301FE 070006,JE CRC301 FV 020006,75,0
1988,C301FE 070006,JE CRC301 FT 400006,75,0
1989,C301FE 070006,JE CRC301 FY 070002,75,0
1990,C301FT 070006,JE CRC301 FT 070006,81,0
1991,C301FT 070006,JE CRC301 FT 400006,75,0
1992,C301FT 070006,JE CRC301 FT 170006,75,0
1993,C301FT 070006,JE CRC301 FT 080006,75,0
1994,C301FT 070006,JE CRC301 FT 040007,69,0
1995,C301FIC 070006,JE CRC301 FIC 090006,76,0
1996,C301FIC 070006,JE CRC301 FIC 070001,76,0
1997,C301FIC 070006,JE CRC301 FIC 020006,76,0
1998,C301FIC 070006,JE CRC301 FIC 070005,76,0
1999,C301FIC 070006,JE CRC301 FT 070006,73,0
2000,C301FV 070006,JE CRC301 FT 070006,75,0
2001,C301FV 070006,JE CRC301 XV 070006,75,0
2002,C301FV 070006,JE CRC301 FV 020006,75,0
2003,C301FV 070006,JE CRC301 FV 080001,69,0
2004,C301FV 070006,JE CRC301 FV 050007,69,0
2005,C301FY 070006,JE CRC301 FT 070006,75,0
2006,C301FY 070006,JE CRC301 FY 070002,75,0
2007,C301FY 070006,JE CRC301 FY 200006,75,0
2008,C301FY 070006,JE CRC301 FY 090006A,73,0
2009,C301FY 070006,JE CRC301 HY 200006,69,0
2010,C301PT 070013,JE CRC301 PT 070013,81,0
2011,C301PT 070013,JE CRC301 PT 070038,75,0
2012,C301PT 070013,JE CRC301 PT 070041,75,0
2013,C301PT 070013,JE CRC301 PDT 020013,73,0
2014,C301PT 070013,CRC301 PDT 020101A,71,0
2015,C301PI 070013,JE CRC301 PI 070019,75,0
2016,C301PI 070013,JE CRC301 PT 070013,75,0
2017,C301PI 070013,JE CRC301 PI 070038,75,0
2018,C301PI 070013,JE CRC301 PIC 070001,73,0
2019,C301PI 070013,CRC301 PI 060017A,73,0
2020,C301TW 070012,JE CRC301 TE 070012,75,0
2021,C301TW 070012,JE CRC301 TI 070022,69,0
2022,C301TW 070012,JE CRC301 TW 090061,69,0
2023,C301TW 070012,JE CRC301 TE 070021,69,0
2024,C301TW 070012,JE CRC301 LT 080012,69,0
2025,C301TE 070012,JE CRC301 TE 070012,81,0
2026,C301TE 070012,CRC301 TE 030172,76,0
2027,C301TE 070012,JE CRC301 TE 070021,75,0
2028,C301TE 070012,JE CRC301 TE 060012,75,0
2029,C301TE 070012,JE CRC301 TE 070022,75,0
2030,C301TT 070012,JE CRC301 TE 070012,75,0
2031,C301TT 070012,JE CRC301 TT 090012,75,0
2032,C301TT 070012,CRC301 TT 090001B,73,0
2033,C301TT 070012,CRC301 TT 090021C,73,0
2034,C301TT 070012,JE CRC301 TT 070002A,73,0
2035,C301TI 070012,CRC301 TI 090021,76,0
2036,C301TI 070012,JE CRC301 TI 070022,75,0
2037,C301TI 070012,JE CRC301 TE 070012,75,0
2038,C301TI 070012,JE CRC301 TI 070001,75,0
2039,C301TI 070012,JE CRC301 TI 070026,75,0
2040,C301FO 070012,JE CRC301 FO 070024,75,0
2041,C301FO 070012,JE CRC301 FO 200012,75,0
2042,C301FO 070012,JE CRC301 FO 070014,75,0
2043,C301FO 070012,JE CRC301 FO 070017,75,0
2044,C301FO 070012,JE CRC301 FO 080061,69,0
2045,C301FO 070013,JE CRC301 FO 070014,75,0
2046,C301FO 070013,JE CRC301 FO 070017,75,0
2047,C301FO 070013,JE CRC301 FO 080061,69,0
2048,C301FO 070013,JE CRC301 FO 177003,69,0
2049,C301FO 070013,JE CRC301 FE 070001,69,0
2050,C301FO 070014,JE CRC301 FO 070014,81,0
2051,C301FO 070014,JE CRC301 FO 070024,75,0
2052,C301FO 070014,JE CRC301 FO 060014,75,0
2053,C301FO 070014,JE CRC301 FO 070017,75,0
2054,C301FO 070014,JE CRC301 FO 170014,75,0
2055,C301LT 070009,JE CRC301 LT 070005B,73,0
2056,C301LT 070009,JE CRC301 FT 070006,69,0
2057,C301LT 070009,JE CRC301 TI 050009,69,0
2058,C301LT 070009,JE CRC301 LT 080019,69,0
2059,C301LT 070009,JE CRC301 TI 090009,69,0
2060,C301LI 070009,JE CRC301 LIC 050009,73,0
2061,C301LI 070009,JE CRC301 LI 020030,69,0
2062,C301LI 070009,JE CRC301 TI 050009,69,0
2063,C301LI 070009,JE CRC301 TI 090009,69,0
2064,C301LI 070009,JE CRC301 PI 070019,69,0
2065,C301PG 070018,JE CRC301 PG 070016,75,0
2066,C301PG 070018,JE CRC301 PDG 040018,73,0
2067,C301PG 070018,JE CRC301 PT 070038,69,0
2068,C301PG 070018,JE CRC301 PG 070037,69,0
2069,C301PG 070018,JE CRC301 PG 200089,69,0
2070,C301PG 070016,JE CRC301 PG 070016,81,0
2071,C301PG 070016,JE CRC301 PG 050016,75,0
2072,C301PG 070016,JE CRC301 PG 090165,69,0
2073,C301PG 070016,JE CRC301 PG 070037,69,0
2074,C301PG 070016,JE CRC301 PG 070025,69,0
2075,C301PG 070015,JE CRC301 PG 070025,75,0
2076,C301PG 070015,JE CRC301 PG 070016,75,0
2077,C301PG 070015,JE CRC301 PDG 200015,73,0
2078,C301PG 070015,JE CRC301 PG 080054,69,0
2079,C301PG 070015,JE CRC301 PG 090165,69,0
2080,C301PG 070017,JE CRC301 PG 070037,75,0
2081,C301PG 070017,JE CRC301 PG 070016,75,0
2082,C301PG 070017,CRC301 PI 060017A,73,0
2083,C301PG 070017,JE CRC301 PDG 200017,73,0
2084,C301PG 070017,JE CRC301 PG 070025,69,0
2085,C301PA 070001,JE CRC301 PIC 070001,73,0
2086,C301PA 070001,JE CRC301 PI 070019,69,0
2087,C301PA 070001,JE CRC301 FE 070001,69,0
2088,C301PA 070001,JE CRC301 PT 070041,69,0
2089,C301PA 070001,JE CRC301 TI 070001,69,0
2090,C301AE 070002,JE CRC301 M 070002,77,0
2091,C301AE 070002,JE CRC301 FY 070002,75,0
2092,C301AE 070002,JE CRC301 XV 070002,75,0
2093,C301AE 070002,JE CRC301 TIC 070002,73,0
2094,C301AE 070002,JE CRC301 PT 070002B,73,0
2095,C301AT 070002,JE CRC301 TIC 070002,73,0
2096,C301AT 070002,JE CRC301 PT 070002B,73,0
2097,C301AT 070002,JE CRC301 THS 070002,73,0
2098,C301AT 070002,JE CRC301 TT 070002A,73,0
2099,C301AT 070002,JE CRC301 PT 070002C,73,0
2100,C301AI 070002,JE CRC301 TIC 070002,73,0
2101,C301AI 070002,JE CRC301 M 070002,71,0
2102,C301AI 070002,JE CRC301 TI 070022,69,0
2103,C301AI 070002,JE CRC301 LI 170002,69,0
2104,C301AI 070002,JE CRC301 FY 070002,69,0
2105,C301PG 070020,JE CRC301 PG 070025,75,0
2106,C301PG 070020,JE CRC301 PG 200020,75,0
2107,C301PG 070020,JE CRC301 PG 080042,69,0
2108,C301PG 070020,JE CRC301 PG 070037,69,0
2109,C301PG 070020,JE CRC301 PG 040052,69,0
2110,C301HV 070002,CRC301 HV 050009,76,0
2111,C301HV 070002,JE CRC301 XV 070002,75,0
2112,C301HV 070002,JE CRC301 THS 070002,73,0
2113,C301HV 070002,JE CRC301 M 070002,71,0
2114,C301HV 070002,JE CRC301 XV 070006,69,0
2115,C301HIC 070002,JE CRC301 HIC 170002,76,0
2116,C301HIC 070002,JE CRC301 TIC 070002,76,0
2117,C301HIC 070002,JE CRC301 PIC 070001,71,0
2118,C301HIC 070002,JE CRC301 TIC 030002,71,0
2119,C301HIC 070002,JE CRC301 FIC 020002,71,0
2120,C301FO 070015,JE CRC301 FO 070014,75,0
2121,C301FO 070015,JE CRC301 FO 070017,75,0
2122,C301FO 070015,JE CRC301 FO 080061,69,0
2123,C301FO 070015,JE CRC301 FO 090005,69,0
2124,C301FO 070015,JE CRC301 FV 080015,69,0
2125,C301FIF 070009A,JE CRC301 FIC 070001,69,0
2126,C301FIF 070009A,JE CRC301 FIC 070005,69,0
2127,C301FIF 070009A,JE CRC301 FIF 030033A,67,0
2128,C301FIF 070009A,JE CRC301 FT 070006,65,0
2129,C301FIF 070009A,JE CRC301 FI 180009,65,0
2130,C301PSV 070033,CRC301 PSV 080103B,75,0
2131,C301PSV 070033,JE CRC301 PSV 050033A,74,0
2132,C301PSV 070033,JE CRC301 PSV 070003B,74,0
2133,C301PSV 070033,JE CRC301 PSV 070003A,74,0
2134,C301PSV 070033,JE CRC301 PSV 060039,71,0
2135,C301PSV 070031,CRC301 PSV 080103B,75,0
2136,C301PSV 070031,JE CRC301 PSV 070003B,74,0
2137,C301PSV 070031,JE CRC301 PSV 070003A,74,0
2138,C301PSV 070031,JE CRC301 PV 050031,73,0
2139,C301PSV 070031,JE CRC301 PSV 110001,71,0
2140,C301PSV 070032,CRC301 PSV 080103B,75,0
2141,C301PSV 070032,JE CRC301 PSV 070003B,74,0
2142,C301PSV 070032,JE CRC301 PSV 070003A,74,0
2143,C301PSV 070032,CRC301 EV 030032,73,0
2144,C301PSV 070032,JE CRC301 PCV 170032,71,0
2145,C301PG 070021,JE CRC301 PG 070025,75,0
2146,C301PG 070021,JE CRC301 PG 070016,75,0
2147,C301PG 070021,JE CRC301 PG 080042,69,0
2148,C301PG 070021,JE CRC301 PG 070037,69,0
2149,C301PG 070021,JE CRC301 PG 040052,69,0
2150,C301PG 070023,JE CRC301 PG 070037,75,0
2151,C301PG 070023,JE CRC301 PG 070025,75,0
2152,C301PG 070023,JE CRC301 PG 020023,75,0
2153,C301PG 070023,JE CRC301 PG 070039,75,0
2154,C301PG 070023,JE CRC301 PG 080023,75,0
2155,C301PG 070022,JE CRC301 PG 070025,75,0
2156,C301PG 070022,JE CRC301 PDG 090022,73,0
2157,C301PG 070022,JE CRC301 TI 070022,69,0
2158,C301PG 070022,JE CRC301 PG 080042,69,0
2159,C301PG 070022,JE CRC301 LG 080022,69,0
2160,C301PG 070024,JE CRC301 PG 070025,75,0
2161,C301PG 070024,JE CRC301 PG 080042,69,0
2162,C301PG 070024,JE CRC301 PG 080054,69,0
2163,C301PG 070024,JE CRC301 PG 070037,69,0
2164,C301PG 070024,JE CRC301 PG 040052,69,0
2165,C301PA 070003,JE CRC301 PSV 070003B,71,0
2166,C301PA 070003,JE CRC301 PSV 070003A,71,0
2167,C301PA 070003,JE CRC301 PT 070038,69,0
2168,C301PA 070003,JE CRC301 PG 070037,69,0
2169,C301PA 070003,JE CRC301 PT 400003,69,0
2170,C301FE 070008,JE CRC301 FT 070006,75,0
2171,C301FE 070008,JE CRC301 FE 030008,75,0
2172,C301FE 070008,JE CRC301 FE 200008,75,0
2173,C301FE 070008,JE CRC301 FE 060008,75,0
2174,C301FE 070008,JE CRC301 FV 170008,75,0
2175,C301FT 070008,JE CRC301 FT 070006,75,0
2176,C301FT 070008,JE CRC301 FT 040007,69,0
2177,C301FT 070008,JE CRC301 PT 070038,69,0
2178,C301FT 070008,JE CRC301 FT 060007,69,0
2179,C301FT 070008,JE CRC301 FE 030008,69,0
2180,C301FIC 070008,JE CRC301 FIC 020008,76,0
2181,C301FIC 070008,JE CRC301 FIC 070001,76,0
2182,C301FIC 070008,JE CRC301 FIC 070005,76,0
2183,C301FIC 070008,JE CRC301 FIC 040008,76,0
2184,C301FIC 070008,JE CRC301 PIC 070001,71,0
2185,C301FV 070008A,JE CRC301 FV 170008,73,0
2186,C301FV 070008A,JE CRC301 FV 020008,73,0
2187,C301FV 070008A,JE CRC301 FV 140008A,71,0
2188,C301FV 070008A,JE CRC301 PSV 070003A,69,0
2189,C301FV 070008A,JE CRC301 FV 030018,67,0
2190,C301LT 070005A,JE CRC301 LT 070005B,76,0
2191,C301LT 070005A,JE CRC301 LT 200007A,71,0
2192,C301LT 070005A,JE CRC301 TI 090005A,71,0
2193,C301LT 070005A,JE CRC301 LT 080056A,71,0
2194,C301LT 070005A,JE CRC301 LT 040005B,71,0
2195,C301LT 070005B,JE CRC301 LT 070005B,82,1
2196,C301LT 070005B,JE CRC301 LT 040005B,76,0
2197,C301LT 070005B,JE CRC301 LT 030005B,76,0
2198,C301LT 070005B,JE CRC301 LT 050007B,71,0
2199,C301LT 070005B,JE CRC301 LT 090035B,71,0
2200,C301LI 070005,JE CRC301 LT 070005B,73,0
2201,C301LI 070005,JE CRC301 FIC 070005,73,0
2202,C301LI 070005,JE CRC301 LI 020030,69,0
2203,C301LI 070005,JE CRC301 LI 170002,69,0
2204,C301LI 070005,JE CRC301 LI 170001,69,0
2205,C301LHS 070005,JE CRC301 LHS 200005,76,0
2206,C301LHS 070005,JE CRC301 LHS 040005,76,0
2207,C301LHS 070005,JE CRC301 HS 080005B,71,0
2208,C301LHS 070005,JE CRC301 LT 070005B,71,0
2209,C301LHS 070005,JE CRC301 LHS 020003,71,0
2210,C301LIC 070005,JE CRC301 FIC 070005,76,0
2211,C301LIC 070005,JE CRC301 LT 070005B,71,0
2212,C301LIC 070005,JE CRC301 LIC 170001,71,0
2213,C301LIC 070005,JE CRC301 PIC 070001,71,0
2214,C301LIC 070005,JE CRC301 LIC 173005,71,0
2215,C301LG 070006,JE CRC301 LG 170006,75,0
2216,C301LG 070006,JE CRC301 LG 040006,75,0
2217,C301LG 070006,JE CRC301 FT 070006,69,0
2218,C301LG 070006,JE CRC301 XV 070006,69,0
